"","category","location","years","value"
"30129","방어류","경상남도",2006,287
"30130","방어류","제주도",2006,283
"30131","밴댕이","부산광역시",2006,0
"30132","밴댕이","인천광역시",2006,0
"30133","밴댕이","울산광역시",2006,0
"30134","밴댕이","충청남도",2006,0
"30135","밴댕이","전라북도",2006,13
"30136","밴댕이","전라남도",2006,544
"30137","밴댕이","경상남도",2006,396
"30138","밴댕이","제주도",2006,0
"30139","뱅어류","부산광역시",2006,0
"30140","뱅어류","인천광역시",2006,0
"30141","뱅어류","강원도",2006,0
"30142","뱅어류","충청남도",2006,0
"30143","뱅어류","전라북도",2006,15
"30144","뱅어류","전라남도",2006,2952
"30145","뱅어류","경상북도",2006,0
"30146","뱅어류","경상남도",2006,0
"30147","뱅어류","제주도",2006,0
"30148","병어류","부산광역시",2006,3038
"30149","병어류","인천광역시",2006,1555
"30150","병어류","울산광역시",2006,36
"30151","병어류","경기도",2006,12
"30152","병어류","강원도",2006,0
"30153","병어류","충청남도",2006,41
"30154","병어류","전라북도",2006,211
"30155","병어류","전라남도",2006,6819
"30156","병어류","경상북도",2006,42
"30157","병어류","경상남도",2006,2040
"30158","병어류","제주도",2006,79
"30159","보구치","부산광역시",2006,0
"30160","보구치","인천광역시",2006,0
"30161","보구치","충청남도",2006,10
"30162","보구치","전라북도",2006,36
"30163","보구치","전라남도",2006,141
"30164","보구치","경상남도",2006,0
"30165","보구치","제주도",2006,151
"30166","보리멸","부산광역시",2006,5
"30167","보리멸","울산광역시",2006,0
"30168","보리멸","강원도",2006,0
"30169","보리멸","전라북도",2006,114
"30170","보리멸","전라남도",2006,1
"30171","보리멸","경상북도",2006,0
"30172","보리멸","경상남도",2006,45
"30173","보리멸","제주도",2006,0
"30174","복어류","부산광역시",2006,406
"30175","복어류","인천광역시",2006,25
"30176","복어류","울산광역시",2006,485
"30177","복어류","경기도",2006,0
"30178","복어류","강원도",2006,935
"30179","복어류","충청남도",2006,11
"30180","복어류","전라북도",2006,12
"30181","복어류","전라남도",2006,88
"30182","복어류","경상북도",2006,1167
"30183","복어류","경상남도",2006,170
"30184","복어류","제주도",2006,69
"30185","조피볼락","부산광역시",2006,10
"30186","조피볼락","인천광역시",2006,204
"30187","조피볼락","울산광역시",2006,23
"30188","조피볼락","경기도",2006,90
"30189","조피볼락","강원도",2006,110
"30190","조피볼락","충청남도",2006,549
"30191","조피볼락","전라북도",2006,393
"30192","조피볼락","전라남도",2006,481
"30193","조피볼락","경상북도",2006,96
"30194","조피볼락","경상남도",2006,1656
"30195","조피볼락","제주도",2006,101
"30196","기타볼락류","부산광역시",2006,31
"30197","기타볼락류","인천광역시",2006,131
"30198","기타볼락류","울산광역시",2006,77
"30199","기타볼락류","강원도",2006,53
"30200","기타볼락류","충청남도",2006,1
"30201","기타볼락류","전라북도",2006,2
"30202","기타볼락류","전라남도",2006,210
"30203","기타볼락류","경상북도",2006,72
"30204","기타볼락류","경상남도",2006,790
"30205","기타볼락류","제주도",2006,33
"30206","노래미류","부산광역시",2006,45
"30207","노래미류","인천광역시",2006,21
"30208","노래미류","울산광역시",2006,143
"30209","노래미류","경기도",2006,26
"30210","노래미류","강원도",2006,67
"30211","노래미류","충청남도",2006,1305
"30212","노래미류","전라북도",2006,408
"30213","노래미류","전라남도",2006,129
"30214","노래미류","경상북도",2006,217
"30215","노래미류","경상남도",2006,607
"30216","노래미류","제주도",2006,0
"30217","부세","부산광역시",2006,0
"30218","부세","인천광역시",2006,1
"30219","부세","울산광역시",2006,0
"30220","부세","경기도",2006,0
"30221","부세","충청남도",2006,97
"30222","부세","전라북도",2006,0
"30223","부세","전라남도",2006,22
"30224","부세","경상북도",2006,0
"30225","부세","경상남도",2006,5
"30226","부세","제주도",2006,0
"30227","삼치류","부산광역시",2006,21525
"30228","삼치류","인천광역시",2006,131
"30229","삼치류","울산광역시",2006,173
"30230","삼치류","경기도",2006,1
"30231","삼치류","강원도",2006,5
"30232","삼치류","충청남도",2006,284
"30233","삼치류","전라북도",2006,145
"30234","삼치류","전라남도",2006,3343
"30235","삼치류","경상북도",2006,1374
"30236","삼치류","경상남도",2006,9043
"30237","삼치류","제주도",2006,460
"30238","상어류","부산광역시",2006,34
"30239","상어류","인천광역시",2006,1
"30240","상어류","울산광역시",2006,6
"30241","상어류","경기도",2006,0
"30242","상어류","강원도",2006,0
"30243","상어류","충청남도",2006,0
"30244","상어류","전라북도",2006,0
"30245","상어류","전라남도",2006,111
"30246","상어류","경상북도",2006,14
"30247","상어류","경상남도",2006,42
"30248","상어류","제주도",2006,0
"30249","서대류","부산광역시",2006,3
"30250","서대류","인천광역시",2006,402
"30251","서대류","울산광역시",2006,0
"30252","서대류","경기도",2006,17
"30253","서대류","강원도",2006,0
"30254","서대류","충청남도",2006,35
"30255","서대류","전라북도",2006,39
"30256","서대류","전라남도",2006,1320
"30257","서대류","경상북도",2006,1
"30258","서대류","경상남도",2006,43
"30259","서대류","제주도",2006,27
"30260","성대류","부산광역시",2006,234
"30261","성대류","인천광역시",2006,11
"30262","성대류","울산광역시",2006,15
"30263","성대류","경기도",2006,0
"30264","성대류","강원도",2006,0
"30265","성대류","충청남도",2006,0
"30266","성대류","전라북도",2006,1
"30267","성대류","전라남도",2006,203
"30268","성대류","경상북도",2006,302
"30269","성대류","경상남도",2006,122
"30270","성대류","제주도",2006,0
"30271","쏨뱅이","부산광역시",2006,0
"30272","쏨뱅이","울산광역시",2006,19
"30273","쏨뱅이","강원도",2006,0
"30274","쏨뱅이","충청남도",2006,0
"30275","쏨뱅이","전라북도",2006,0
"30276","쏨뱅이","전라남도",2006,62
"30277","쏨뱅이","경상남도",2006,62
"30278","쏨뱅이","제주도",2006,0
"30279","삼세기","부산광역시",2006,0
"30280","삼세기","인천광역시",2006,116
"30281","삼세기","울산광역시",2006,0
"30282","삼세기","경기도",2006,4
"30283","삼세기","강원도",2006,0
"30284","삼세기","충청남도",2006,183
"30285","삼세기","전라북도",2006,10
"30286","삼세기","전라남도",2006,6
"30287","삼세기","경상북도",2006,1
"30288","삼세기","경상남도",2006,1
"30289","숭어류","부산광역시",2006,304
"30290","숭어류","인천광역시",2006,815
"30291","숭어류","울산광역시",2006,43
"30292","숭어류","경기도",2006,12
"30293","숭어류","강원도",2006,383
"30294","숭어류","충청남도",2006,178
"30295","숭어류","전라북도",2006,743
"30296","숭어류","전라남도",2006,4572
"30297","숭어류","경상북도",2006,340
"30298","숭어류","경상남도",2006,1445
"30299","숭어류","제주도",2006,0
"30300","아귀류","부산광역시",2006,2665
"30301","아귀류","인천광역시",2006,830
"30302","아귀류","울산광역시",2006,610
"30303","아귀류","경기도",2006,19
"30304","아귀류","강원도",2006,45
"30305","아귀류","충청남도",2006,625
"30306","아귀류","전라북도",2006,372
"30307","아귀류","전라남도",2006,3381
"30308","아귀류","경상북도",2006,1578
"30309","아귀류","경상남도",2006,1148
"30310","아귀류","제주도",2006,953
"30311","까나리","인천광역시",2006,702
"30312","까나리","강원도",2006,0
"30313","까나리","충청남도",2006,0
"30314","까나리","전라북도",2006,0
"30315","까나리","전라남도",2006,658
"30316","까나리","경상북도",2006,0
"30317","까나리","경상남도",2006,186
"30318","양미리","부산광역시",2006,0
"30319","양미리","울산광역시",2006,0
"30320","양미리","강원도",2006,4191
"30321","양미리","경상북도",2006,6
"30322","양미리","경상남도",2006,0
"30323","양태류","부산광역시",2006,15
"30324","양태류","인천광역시",2006,187
"30325","양태류","울산광역시",2006,0
"30326","양태류","경기도",2006,1
"30327","양태류","충청남도",2006,108
"30328","양태류","전라북도",2006,83
"30329","양태류","전라남도",2006,1376
"30330","양태류","경상남도",2006,119
"30331","양태류","제주도",2006,59
"30332","연어","부산광역시",2006,0
"30333","연어","울산광역시",2006,0
"30334","연어","강원도",2006,34
"30335","연어","전라북도",2006,0
"30336","연어","전라남도",2006,0
"30337","연어","경상북도",2006,3
"30338","연어","경상남도",2006,0
"30339","임연수어","부산광역시",2006,0
"30340","임연수어","울산광역시",2006,0
"30341","임연수어","강원도",2006,1120
"30342","임연수어","전라남도",2006,0
"30343","임연수어","경상북도",2006,174
"30344","임연수어","경상남도",2006,0
"30345","임연수어","제주도",2006,0
"30346","갯장어","부산광역시",2006,32
"30347","갯장어","인천광역시",2006,0
"30348","갯장어","울산광역시",2006,4
"30349","갯장어","강원도",2006,0
"30350","갯장어","충청남도",2006,0
"30351","갯장어","전라북도",2006,0
"30352","갯장어","전라남도",2006,475
"30353","갯장어","경상북도",2006,0
"30354","갯장어","경상남도",2006,159
"30355","갯장어","제주도",2006,2
"30356","먹장어","부산광역시",2006,0
"30357","먹장어","인천광역시",2006,0
"30358","먹장어","충청남도",2006,0
"30359","먹장어","전라남도",2006,3
"30360","먹장어","경상남도",2006,12
"30361","먹장어","제주도",2006,0
"30362","붕장어","부산광역시",2006,1569
"30363","붕장어","인천광역시",2006,44
"30364","붕장어","울산광역시",2006,189
"30365","붕장어","경기도",2006,9
"30366","붕장어","강원도",2006,5
"30367","붕장어","충청남도",2006,340
"30368","붕장어","전라북도",2006,61
"30369","붕장어","전라남도",2006,1337
"30370","붕장어","경상북도",2006,856
"30371","붕장어","경상남도",2006,10496
"30372","붕장어","제주도",2006,336
"30373","전갱이류","부산광역시",2006,17755
"30374","전갱이류","인천광역시",2006,0
"30375","전갱이류","울산광역시",2006,1009
"30376","전갱이류","강원도",2006,2
"30377","전갱이류","전라북도",2006,0
"30378","전갱이류","전라남도",2006,51
"30379","전갱이류","경상북도",2006,272
"30380","전갱이류","경상남도",2006,3532
"30381","전갱이류","제주도",2006,606
"30382","전어","부산광역시",2006,391
"30383","전어","인천광역시",2006,10
"30384","전어","울산광역시",2006,47
"30385","전어","경기도",2006,35
"30386","전어","강원도",2006,21
"30387","전어","충청남도",2006,210
"30388","전어","전라북도",2006,751
"30389","전어","전라남도",2006,1997
"30390","전어","경상북도",2006,305
"30391","전어","경상남도",2006,3546
"30392","전어","제주도",2006,2
"30393","정어리","부산광역시",2006,0
"30394","정어리","울산광역시",2006,0
"30395","정어리","강원도",2006,0
"30396","정어리","충청남도",2006,0
"30397","정어리","전라북도",2006,0
"30398","정어리","전라남도",2006,0
"30399","정어리","경상북도",2006,0
"30400","정어리","경상남도",2006,0
"30401","참조기","부산광역시",2006,1914
"30402","참조기","인천광역시",2006,1687
"30403","참조기","울산광역시",2006,0
"30404","참조기","충청남도",2006,35
"30405","참조기","전라북도",2006,1008
"30406","참조기","전라남도",2006,7936
"30407","참조기","경상남도",2006,1389
"30408","참조기","제주도",2006,7459
"30409","기타조기류","부산광역시",2006,453
"30410","기타조기류","인천광역시",2006,16
"30411","기타조기류","울산광역시",2006,0
"30412","기타조기류","경기도",2006,0
"30413","기타조기류","충청남도",2006,3
"30414","기타조기류","전라북도",2006,9
"30415","기타조기류","전라남도",2006,4957
"30416","기타조기류","경상북도",2006,0
"30417","기타조기류","경상남도",2006,529
"30418","기타조기류","제주도",2006,719
"30419","준치","부산광역시",2006,0
"30420","준치","인천광역시",2006,0
"30421","준치","강원도",2006,0
"30422","준치","충청남도",2006,0
"30423","준치","전라북도",2006,0
"30424","준치","전라남도",2006,11
"30425","준치","경상남도",2006,8
"30426","준치","제주도",2006,0
"30427","쥐치류","부산광역시",2006,406
"30428","쥐치류","인천광역시",2006,10
"30429","쥐치류","울산광역시",2006,150
"30430","쥐치류","경기도",2006,0
"30431","쥐치류","강원도",2006,17
"30432","쥐치류","충청남도",2006,2
"30433","쥐치류","전라북도",2006,2
"30434","쥐치류","전라남도",2006,138
"30435","쥐치류","경상북도",2006,102
"30436","쥐치류","경상남도",2006,144
"30437","쥐치류","제주도",2006,100
"30438","청어","부산광역시",2006,703
"30439","청어","인천광역시",2006,0
"30440","청어","울산광역시",2006,257
"30441","청어","강원도",2006,261
"30442","청어","전라남도",2006,60
"30443","청어","경상북도",2006,9350
"30444","청어","경상남도",2006,1865
"30445","참홍어","인천광역시",2006,0
"30446","참홍어","경기도",2006,0
"30447","참홍어","충청남도",2006,0
"30448","참홍어","전라북도",2006,0
"30449","참홍어","전라남도",2006,0
"30450","홍어류","인천광역시",2006,145
"30451","홍어류","경기도",2006,0
"30452","홍어류","강원도",2006,0
"30453","홍어류","충청남도",2006,3
"30454","홍어류","전라북도",2006,92
"30455","홍어류","전라남도",2006,152
"30456","홍어류","경상남도",2006,0
"30457","홍어류","제주도",2006,0
"30458","꼼치류","부산광역시",2006,19
"30459","꼼치류","인천광역시",2006,163
"30460","꼼치류","울산광역시",2006,160
"30461","꼼치류","경기도",2006,0
"30462","꼼치류","강원도",2006,283
"30463","꼼치류","충청남도",2006,77
"30464","꼼치류","전라북도",2006,69
"30465","꼼치류","전라남도",2006,1007
"30466","꼼치류","경상북도",2006,568
"30467","꼼치류","경상남도",2006,2083
"30468","꼼치류","제주도",2006,0
"30469","기타어류","부산광역시",2006,5950
"30470","기타어류","인천광역시",2006,124
"30471","기타어류","울산광역시",2006,2
"30472","기타어류","강원도",2006,1787
"30473","기타어류","충청남도",2006,2018
"30474","기타어류","전라북도",2006,59
"30475","기타어류","전라남도",2006,1581
"30476","기타어류","경상북도",2006,1285
"30477","기타어류","경상남도",2006,970
"30478","기타어류","제주도",2006,1879
"30479","꽃게","부산광역시",2006,2
"30480","꽃게","인천광역시",2006,1989
"30481","꽃게","울산광역시",2006,0
"30482","꽃게","경기도",2006,231
"30483","꽃게","강원도",2006,4
"30484","꽃게","충청남도",2006,1644
"30485","꽃게","전라북도",2006,899
"30486","꽃게","전라남도",2006,2039
"30487","꽃게","경상북도",2006,13
"30488","꽃게","경상남도",2006,73
"30489","꽃게","제주도",2006,0
"30490","대게","울산광역시",2006,570
"30491","대게","강원도",2006,257
"30492","대게","전라남도",2006,0
"30493","대게","경상북도",2006,3235
"30494","대게","경상남도",2006,0
"30495","붉은대게","울산광역시",2006,0
"30496","붉은대게","강원도",2006,12129
"30497","붉은대게","전라북도",2006,0
"30498","붉은대게","경상북도",2006,11761
"30499","붉은대게","경상남도",2006,0
"30500","민꽃게","부산광역시",2006,0
"30501","민꽃게","인천광역시",2006,0
"30502","민꽃게","울산광역시",2006,0
"30503","민꽃게","경기도",2006,0
"30504","민꽃게","충청남도",2006,0
"30505","민꽃게","전라북도",2006,0
"30506","민꽃게","전라남도",2006,0
"30507","민꽃게","경상남도",2006,0
"30508","기타게류","부산광역시",2006,381
"30509","기타게류","인천광역시",2006,1206
"30510","기타게류","울산광역시",2006,18
"30511","기타게류","경기도",2006,422
"30512","기타게류","강원도",2006,226
"30513","기타게류","충청남도",2006,1192
"30514","기타게류","전라북도",2006,1069
"30515","기타게류","전라남도",2006,3035
"30516","기타게류","경상북도",2006,187
"30517","기타게류","경상남도",2006,2248
"30518","기타게류","제주도",2006,200
"30519","꽃새우","부산광역시",2006,0
"30520","꽃새우","인천광역시",2006,679
"30521","꽃새우","경기도",2006,0
"30522","꽃새우","강원도",2006,5
"30523","꽃새우","충청남도",2006,904
"30524","꽃새우","전라북도",2006,1792
"30525","꽃새우","전라남도",2006,515
"30526","꽃새우","경상북도",2006,11
"30527","꽃새우","경상남도",2006,366
"30528","꽃새우","제주도",2006,0
"30529","닭새우류","강원도",2006,0
"30530","닭새우류","충청남도",2006,0
"30531","닭새우류","전라남도",2006,770
"30532","닭새우류","경상북도",2006,0
"30533","닭새우류","경상남도",2006,0
"30534","닭새우류","제주도",2006,2
"30535","대하","부산광역시",2006,0
"30536","대하","인천광역시",2006,12
"30537","대하","울산광역시",2006,0
"30538","대하","경기도",2006,8
"30539","대하","강원도",2006,0
"30540","대하","충청남도",2006,474
"30541","대하","전라북도",2006,111
"30542","대하","전라남도",2006,655
"30543","대하","경상북도",2006,0
"30544","대하","경상남도",2006,1
"30545","대하","제주도",2006,0
"30546","보리새우","부산광역시",2006,2
"30547","보리새우","인천광역시",2006,49
"30548","보리새우","울산광역시",2006,3
"30549","보리새우","강원도",2006,2
"30550","보리새우","충청남도",2006,3
"30551","보리새우","전라북도",2006,1
"30552","보리새우","전라남도",2006,78
"30553","보리새우","경상북도",2006,10
"30554","보리새우","경상남도",2006,67
"30555","보리새우","제주도",2006,0
"30556","젓새우류","인천광역시",2006,1460
"30557","젓새우류","충청남도",2006,160
"30558","젓새우류","전라북도",2006,95
"30559","젓새우류","전라남도",2006,6095
"30560","젓새우류","경상남도",2006,0
"30561","중하","부산광역시",2006,0
"30562","중하","인천광역시",2006,320
"30563","중하","경기도",2006,0
"30564","중하","강원도",2006,0
"30565","중하","충청남도",2006,27
"30566","중하","전라북도",2006,48
"30567","중하","전라남도",2006,580
"30568","중하","경상남도",2006,5
"30569","중하","제주도",2006,0
"30570","기타새우류","부산광역시",2006,294
"30571","기타새우류","인천광역시",2006,655
"30572","기타새우류","울산광역시",2006,72
"30573","기타새우류","경기도",2006,104
"30574","기타새우류","강원도",2006,275
"30575","기타새우류","충청남도",2006,514
"30576","기타새우류","전라북도",2006,171
"30577","기타새우류","전라남도",2006,6441
"30578","기타새우류","경상북도",2006,736
"30579","기타새우류","경상남도",2006,2283
"30580","기타새우류","제주도",2006,808
"30581","기타갑각류","인천광역시",2006,282
"30582","기타갑각류","울산광역시",2006,1
"30583","기타갑각류","경기도",2006,11
"30584","기타갑각류","강원도",2006,0
"30585","기타갑각류","충청남도",2006,90
"30586","기타갑각류","전라북도",2006,22
"30587","기타갑각류","전라남도",2006,107
"30588","기타갑각류","경상북도",2006,0
"30589","기타갑각류","경상남도",2006,509
"30590","골뱅이","인천광역시",2006,1
"30591","골뱅이","울산광역시",2006,0
"30592","골뱅이","경기도",2006,18
"30593","골뱅이","강원도",2006,353
"30594","골뱅이","충청남도",2006,68
"30595","골뱅이","전라북도",2006,229
"30596","골뱅이","전라남도",2006,4
"30597","골뱅이","경상북도",2006,761
"30598","골뱅이","경상남도",2006,0
"30599","굴류","부산광역시",2006,2
"30600","굴류","인천광역시",2006,3512
"30601","굴류","울산광역시",2006,0
"30602","굴류","경기도",2006,1496
"30603","굴류","강원도",2006,0
"30604","굴류","충청남도",2006,10650
"30605","굴류","전라북도",2006,1301
"30606","굴류","전라남도",2006,4893
"30607","굴류","경상북도",2006,0
"30608","굴류","경상남도",2006,9151
"30609","굴류","제주도",2006,11
"30610","소라고둥","부산광역시",2006,52
"30611","소라고둥","인천광역시",2006,546
"30612","소라고둥","울산광역시",2006,39
"30613","소라고둥","경기도",2006,249
"30614","소라고둥","강원도",2006,13
"30615","소라고둥","충청남도",2006,2081
"30616","소라고둥","전라북도",2006,633
"30617","소라고둥","전라남도",2006,1284
"30618","소라고둥","경상북도",2006,464
"30619","소라고둥","경상남도",2006,170
"30620","소라고둥","제주도",2006,1965
"30621","소라","부산광역시",2006,0
"30622","소라","울산광역시",2006,0
"30623","소라","강원도",2006,0
"30624","소라","충청남도",2006,0
"30625","소라","전라북도",2006,0
"30626","소라","전라남도",2006,0
"30627","소라","경상북도",2006,0
"30628","소라","경상남도",2006,0
"30629","소라","제주도",2006,0
"30630","고둥류","부산광역시",2006,0
"30631","고둥류","인천광역시",2006,0
"30632","고둥류","울산광역시",2006,0
"30633","고둥류","경기도",2006,0
"30634","고둥류","강원도",2006,0
"30635","고둥류","충청남도",2006,0
"30636","고둥류","전라북도",2006,0
"30637","고둥류","전라남도",2006,0
"30638","고둥류","경상북도",2006,0
"30639","고둥류","경상남도",2006,0
"30640","고둥류","제주도",2006,0
"30641","오분자기","전라북도",2006,0
"30642","오분자기","경상남도",2006,0
"30643","오분자기","제주도",2006,54
"30644","전복류","부산광역시",2006,1
"30645","전복류","인천광역시",2006,6
"30646","전복류","울산광역시",2006,4
"30647","전복류","경기도",2006,0
"30648","전복류","강원도",2006,3
"30649","전복류","충청남도",2006,0
"30650","전복류","전라북도",2006,0
"30651","전복류","전라남도",2006,7
"30652","전복류","경상북도",2006,81
"30653","전복류","경상남도",2006,12
"30654","전복류","제주도",2006,2
"30655","가리비류","인천광역시",2006,0
"30656","가리비류","경기도",2006,1
"30657","가리비류","강원도",2006,1
"30658","가리비류","충청남도",2006,11
"30659","가리비류","전라북도",2006,10
"30660","가리비류","전라남도",2006,0
"30661","가리비류","경상북도",2006,0
"30662","가리비류","경상남도",2006,0
"30663","가무락","부산광역시",2006,0
"30664","가무락","인천광역시",2006,108
"30665","가무락","경기도",2006,147
"30666","가무락","충청남도",2006,67
"30667","가무락","전라북도",2006,296
"30668","가무락","전라남도",2006,8
"30669","가무락","경상남도",2006,36
"30670","개량조개류","부산광역시",2006,450
"30671","개량조개류","인천광역시",2006,6
"30672","개량조개류","울산광역시",2006,0
"30673","개량조개류","경기도",2006,37
"30674","개량조개류","강원도",2006,48
"30675","개량조개류","충청남도",2006,0
"30676","개량조개류","전라북도",2006,71
"30677","개량조개류","전라남도",2006,0
"30678","개량조개류","경상북도",2006,0
"30679","개량조개류","경상남도",2006,0
"30680","꼬막","부산광역시",2006,0
"30681","꼬막","경기도",2006,1
"30682","꼬막","충청남도",2006,6
"30683","꼬막","전라북도",2006,10
"30684","꼬막","전라남도",2006,4349
"30685","꼬막","경상남도",2006,0
"30686","동죽","부산광역시",2006,4
"30687","동죽","인천광역시",2006,283
"30688","동죽","경기도",2006,124
"30689","동죽","충청남도",2006,4550
"30690","동죽","전라북도",2006,2627
"30691","동죽","전라남도",2006,9
"30692","동죽","경상북도",2006,0
"30693","동죽","경상남도",2006,0
"30694","맛류","부산광역시",2006,0
"30695","맛류","인천광역시",2006,5
"30696","맛류","경기도",2006,150
"30697","맛류","충청남도",2006,478
"30698","맛류","전라북도",2006,34
"30699","맛류","전라남도",2006,156
"30700","맛류","경상남도",2006,31
"30701","맛류","제주도",2006,0
"30702","바지락","부산광역시",2006,42
"30703","바지락","인천광역시",2006,1206
"30704","바지락","경기도",2006,984
"30705","바지락","충청남도",2006,3219
"30706","바지락","전라북도",2006,43
"30707","바지락","전라남도",2006,1173
"30708","바지락","경상남도",2006,885
"30709","바지락","제주도",2006,7
"30710","백합류","부산광역시",2006,1
"30711","백합류","인천광역시",2006,46
"30712","백합류","충청남도",2006,145
"30713","백합류","전라북도",2006,4142
"30714","백합류","전라남도",2006,130
"30715","백합류","경상북도",2006,0
"30716","백합류","경상남도",2006,26
"30717","새조개","부산광역시",2006,0
"30718","새조개","충청남도",2006,1
"30719","새조개","전라북도",2006,1
"30720","새조개","전라남도",2006,7
"30721","새조개","경상남도",2006,263
"30722","코끼리조개","강원도",2006,0
"30723","코끼리조개","전라남도",2006,0
"30724","코끼리조개","경상남도",2006,0
"30725","코끼리조개","제주도",2006,0
"30726","키조개","부산광역시",2006,84
"30727","키조개","인천광역시",2006,0
"30728","키조개","경기도",2006,1
"30729","키조개","강원도",2006,0
"30730","키조개","충청남도",2006,3391
"30731","키조개","전라북도",2006,406
"30732","키조개","전라남도",2006,1434
"30733","키조개","경상북도",2006,0
"30734","키조개","경상남도",2006,93
"30735","피조개","인천광역시",2006,2
"30736","피조개","경기도",2006,10
"30737","피조개","충청남도",2006,21
"30738","피조개","전라북도",2006,66
"30739","피조개","전라남도",2006,49
"30740","피조개","경상북도",2006,0
"30741","피조개","경상남도",2006,0
"30742","홍합류","부산광역시",2006,22
"30743","홍합류","인천광역시",2006,0
"30744","홍합류","울산광역시",2006,0
"30745","홍합류","경기도",2006,0
"30746","홍합류","강원도",2006,54
"30747","홍합류","충청남도",2006,143
"30748","홍합류","전라북도",2006,554
"30749","홍합류","전라남도",2006,39
"30750","홍합류","경상북도",2006,33
"30751","홍합류","경상남도",2006,95
"30752","홍합류","제주도",2006,244
"30753","개조개","부산광역시",2006,866
"30754","개조개","인천광역시",2006,0
"30755","개조개","충청남도",2006,96
"30756","개조개","전라북도",2006,535
"30757","개조개","전라남도",2006,576
"30758","개조개","경상남도",2006,1326
"30759","우렁이류","인천광역시",2006,0
"30760","우렁이류","경기도",2006,0
"30761","우렁이류","충청남도",2006,0
"30762","우렁이류","전라북도",2006,0
"30763","우렁이류","전라남도",2006,0
"30764","우렁이류","경상남도",2006,0
"30765","기타패류","부산광역시",2006,190
"30766","기타패류","인천광역시",2006,1
"30767","기타패류","울산광역시",2006,512
"30768","기타패류","경기도",2006,15
"30769","기타패류","강원도",2006,25
"30770","기타패류","충청남도",2006,242
"30771","기타패류","전라북도",2006,639
"30772","기타패류","전라남도",2006,237
"30773","기타패류","경상북도",2006,198
"30774","기타패류","경상남도",2006,1622
"30775","기타패류","제주도",2006,62
"30776","갑오징어류","부산광역시",2006,177
"30777","갑오징어류","인천광역시",2006,54
"30778","갑오징어류","울산광역시",2006,0
"30779","갑오징어류","경기도",2006,0
"30780","갑오징어류","강원도",2006,1
"30781","갑오징어류","충청남도",2006,324
"30782","갑오징어류","전라북도",2006,107
"30783","갑오징어류","전라남도",2006,1002
"30784","갑오징어류","경상북도",2006,35
"30785","갑오징어류","경상남도",2006,155
"30786","갑오징어류","제주도",2006,133
"30787","꼴뚜기류","부산광역시",2006,0
"30788","꼴뚜기류","인천광역시",2006,298
"30789","꼴뚜기류","울산광역시",2006,10
"30790","꼴뚜기류","경기도",2006,271
"30791","꼴뚜기류","강원도",2006,20
"30792","꼴뚜기류","충청남도",2006,318
"30793","꼴뚜기류","전라북도",2006,157
"30794","꼴뚜기류","전라남도",2006,66
"30795","꼴뚜기류","경상북도",2006,0
"30796","꼴뚜기류","경상남도",2006,214
"30797","꼴뚜기류","제주도",2006,0
"30798","낙지류","부산광역시",2006,153
"30799","낙지류","인천광역시",2006,301
"30800","낙지류","울산광역시",2006,37
"30801","낙지류","경기도",2006,151
"30802","낙지류","강원도",2006,0
"30803","낙지류","충청남도",2006,758
"30804","낙지류","전라북도",2006,23
"30805","낙지류","전라남도",2006,4436
"30806","낙지류","경상북도",2006,105
"30807","낙지류","경상남도",2006,1260
"30808","낙지류","제주도",2006,173
"30809","문어류","부산광역시",2006,147
"30810","문어류","인천광역시",2006,0
"30811","문어류","울산광역시",2006,374
"30812","문어류","경기도",2006,0
"30813","문어류","강원도",2006,1124
"30814","문어류","충청남도",2006,0
"30815","문어류","전라북도",2006,0
"30816","문어류","전라남도",2006,2286
"30817","문어류","경상북도",2006,2331
"30818","문어류","경상남도",2006,1487
"30819","문어류","제주도",2006,145
"30820","주꾸미","부산광역시",2006,8
"30821","주꾸미","인천광역시",2006,1235
"30822","주꾸미","경기도",2006,270
"30823","주꾸미","강원도",2006,0
"30824","주꾸미","충청남도",2006,1790
"30825","주꾸미","전라북도",2006,424
"30826","주꾸미","전라남도",2006,242
"30827","주꾸미","경상북도",2006,0
"30828","주꾸미","경상남도",2006,63
"30829","살오징어(오징어)","부산광역시",2006,70707
"30830","살오징어(오징어)","인천광역시",2006,2406
"30831","살오징어(오징어)","울산광역시",2006,6058
"30832","살오징어(오징어)","경기도",2006,0
"30833","살오징어(오징어)","강원도",2006,23792
"30834","살오징어(오징어)","충청남도",2006,8156
"30835","살오징어(오징어)","전라북도",2006,112
"30836","살오징어(오징어)","전라남도",2006,3283
"30837","살오징어(오징어)","경상북도",2006,68364
"30838","살오징어(오징어)","경상남도",2006,11777
"30839","살오징어(오징어)","제주도",2006,2429
"30840","한치류","부산광역시",2006,0
"30841","한치류","인천광역시",2006,0
"30842","한치류","울산광역시",2006,0
"30843","한치류","강원도",2006,0
"30844","한치류","충청남도",2006,0
"30845","한치류","전라북도",2006,0
"30846","한치류","전라남도",2006,0
"30847","한치류","경상북도",2006,0
"30848","한치류","경상남도",2006,0
"30849","한치류","제주도",2006,0
"30850","기타연체동물류","부산광역시",2006,6
"30851","기타연체동물류","울산광역시",2006,4
"30852","기타연체동물류","강원도",2006,0
"30853","기타연체동물류","전라북도",2006,0
"30854","기타연체동물류","전라남도",2006,1
"30855","기타연체동물류","경상북도",2006,0
"30856","기타연체동물류","경상남도",2006,32
"30857","기타연체동물류","제주도",2006,0
